content,sentimen
"Sangat recommend banget buat para fresh graduate atau yang sedang menganggur untuk mencari kerja disini. Namun bila saya memberi saran, kalau bisa jika perusahaan tidak niat membuka lowongan, lebih baik tidak usah. Karena capek juga udah lamar, nunggu lebih dari seminggu gak ada kabar dari HR perusahaan. Jadi capek juga udah malar sana sini tapi gak ada hasil. Jadi tolong ditinggkatkan lagi buat glints",1
Alhamdulillah sangat membantu untuk cari loket. Klo bisa di tambahkan lokasi biar lebih lengkap,1
Aplikasi yang sangat membantu buat para pencari kerja.....sukses selalu,1
Sangat membantu dalam mencari pekerjaan dari jarak jauh tanpa pergi ke lokasi yang mau lamar,1
"fiturnyaa baguss bisa disesuai in sama kemampuann kitaaa, nyatii kerjaa juga lebihh mudahh perfect bangettt apk nyaaðŸ‘ðŸ‘",1
aplikasi buat cari lowongan kerja yang bagus lowongan nya banyakk,1
Aplikasinya bagus mudah dipahami dan sangat membantu saya yang sedang mencari loker,1
sangat membantu bagi org2 yg membutuhkan pekerjaan dan tersedia kelas belajar gratis,1
Apk paling mantul... Cocok untuk kita2 kawula muda.. Mencari kerja jadi ga ribet,1
"Aplikasi yang sangat memudahkan buat cari kerja, apalagi cepat respon dari HRD nya, goog luck ya temen temen, semoga kita dapetin kerjaan sesuai yang kita mau, makasih glints",1
"Thank u glints, adanya aplikasi ini sangat membantu untuk mencari info loker buat yang lagi. Cari kerja",1
"aplikasi nya oke sih aku jadi lebih mudah cari kerjaan, rekomen deh pokok nya",1
Aplikasinya Ok. Bagus Sekali . Untuk Menerima Informasi Lowongan Kerja .,1
"Daftar mudah, lowongan kerja melimpah,yok pakai sekarang",1
"Aplikasi terbaik buat apply kerjaan, mudah ngelamarnya dan cepet dipanggil",1
"Suka dengan glints, karena saya bisa komunikasi langsung dengan pimpinan perusahaan, sukses terus untuk glints",1
Semoga yang mencari kandidat untuk perusahaannya itu amanah dan nyata pekerjaannya sesuai dengan yang ditampilkan di iklan lowongan kerja perusahaan tersebut,1
Glints sangat membantu untuk mencari kerja remote,1
"Bagus aplikasinya, sangat rekomen untuk pencari kerja.",1
"Cari loker di sini mudah banget ga perlu ribet,baguss dan puas bangett deh pokoknya",1
Sangat membantu..nice app Semoga bnyk yg termudahkn jln mncari pekerjaan.,1
"Dari banyaknya aplikasi pencari kerja, menurut saya hanya Glint yang recomended.",1
Aplikasi untuk mendapatkan lowongan pekerjaan sungguh sangat membantu,1
Sangat membantu untuk mencari pekerjaan yang sesuai dengan skiil masing2,1
Sedikit saran kalau bisa Lowongan kerja yang sudah basi/lama jangan di campur dengan yang baru supaya lebih mudah memilah & memilih nya,1
Mudah digunakan dan memudahkan mencari lowongan pekerjaan,1
"Aplikasi nya bagus, memudahkan saya dalam mencari lowongan pekerjaanðŸ‘",1
"aplikasi nyaa baguss dan membantu bangett, solusi untuk aku yang lagi nyari loker",1
Aplikasi lowongan kerja yang sangat membantu buat pencari kerja,1
Apk nya bagus banget untuk nyari lowongan kerja dan membantu,1
Sangat membantu bagi kita yang nutuh info loker. Infonya update dan detail Trima kasih,1
"Sangat membantu seseorang yang membutuhkan pekerjaan ,sip deh pokok nya",1
"Rekomendasi terbaik, untuk mencari lowongan kerja",1
"Aplikasinya nyaman banget dipake soalnya user friendly, platform nya sangat memudahkan untuk di jaman digital kaya gini yang mau ngembangin skill karena banyak kelas yang related, bisa pilih bahasa Inggris dan Indonesia deh senyamannya user",1
"sangat membantu sekalii, buatt kalian yang sudah dapet kerja download ini aja di dalem nyaa sudahh adaa contoh2 nya",1
"Suka banget sama apk inii karena membantu banget buat yang fresh graduate yg lgi cari info info lowongan kerja, fitur nya lengkap banget dan mudah dipahami, ditambah banyak kelas yang related buat ngembangin skils rekomended bangett sih!!ðŸ˜",1
"aplikasinya recommended banget, memudahkan aku buat nyari lowongan kerja",1
Aplikasi bner2 mantep fitur2 nya mudah digunakan dan bnyak info loker yg kita peroleh disini wahh masuk ini sukses slalu,1
"Aplikasi sangat membantu, tampilan juga simple nggak bikin pusing. cocok buat fresh graduate yg nyari skill diluar akademis. lowongan banyak pilihan jdi nggak bingung nyari/pilih satu satu.",1
"Lowker nya gak ada yang terbaru, rata2 sudah di atas 20hari... Saran, tolong di Update info Lowker nya. Tks",1
Aplikasi yang mempemermudah untuk mencari lowongan pekerjaan membantu banget dan fiturnya sangat membantu dan mempermudah penggunanya.sangat nyaman di gunakan untuk pemula untuk mencari magang/lowongan pekerjaan pasti di respond.,1
"Untuk pencari pekerjaan, aplikasi ini sangat recommended! Segala jenis pekerjaan ada termasuk profesional maupun non profesional. Lowongan selalu akurat dan fast respon. Yang lebih memuaskan tersedia kelas untuk menambahkan skils, semua fitur lengkap dan mudah dipahami. Terima kasih glints! Perkembangan yang sangat baik!",1
"Ga sengaja nemu saat cari aplikasi info loker. Kayanya baru rilis, karena simple ga perlu lama bisa paham semua fiturnya, user experience nya dapet, yaaah kadang lelet sih loadingnya, padahal sinyal kenceng :(.",1
"Aplikasinya membantu banget buat yg nyari loker, fitur2 nya mudah dipahami, ada pembagian skill nya juga, jadi bisa kerja sesuai kemampuan, pokok nya top markotop deh, nyesel baru tau kenapa gak dari dulu gitu tau apl ini.ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»",1
Enak si cari loker nya lebih mudah tapi masih blm ad jawaban dari pihak perusahaan untuk menjawab lamaran sy,1
"Aplikasi yang mempunyai banyak sekali lowongan pekerjaan yang bisa kita coba, dari lowongan profesional maupun non profesional semua ada, dan lowongan yang kalian ajukan lamaran pasti akan direspon. Lowongan yang ada akan menyesuaikan dengan profil kalian jadi sangat relate sekali agar bisa mengembangkan skill kalian. Untuk tampilan nya user friendly sangat mudah di pahami",1
aplikasi pencaker yg sangat membantu dan memudahkan para pencaker untuk mencari kerjaan di aplikasi fitur yg simple sangat2 berguna dan mudah dimengerti untuk para fresh graduate.,1
"Aplikasinya sangat membantu banget nyari pekerjaan , ada pilihan pekerjaan sesuai dengan skill yang kita punya. Jumlah lowongannya juga banyak dan setiap mengajukan lamaran kerja sellau direspon dengan cepat.",1
"Aplikasi ini sangat membantu dengan pitur yang sangat mudah di pahami, aplikasi nya juga nyaman banget di pake apalagi bahasan nya bisa milih, tentu bisa mudah nyari pekerjaan lewat app ini, sangat membantu kaum mageran untuk bisa mencari loker lewat app ini",1
"Aplikasinya sangat bagus dan fitur-fiturnya sangat lengkap sehingga bisa mempermudah orang untuk mencari lowongan pekerjaan yang diinginkan. Banyak berbagai macam jenis pekerjaan yang ditawarkan, sehingga sebagai freshgraduate akan lebih mudah dalam memilih pekerjaan yang sesuai dengan bidangnya.",1
"Dikasih tau sama temen buat download glints karena memang seorang jobseeker. Aplikasinya sangat bermanfaat, banyak lowongan kerja yang selalu di respon dan banyak pelatihan pelatihan bermanfaat buat improve skill di aplikasi ini. Selain itu tampilan nya juga memudahkan pengguna baru karena mudah di pahami.",1
"Filter pencarian posisi kerja yang sangat memudahkan para penggunanya, termasuk didalamnya lokasi, minat, dan skill yang sesuai dengan calon kandidat. Didukung dengan adanya fitur upgrade skill, membuat para pencari kerja dapat terus mengasah skill yang mumpuni.",1
"Aplikasi yang benar benar mudah banget buat nyari Pekerjaan, Karna banyak banget lowongan yg mulai dari professional sampe enggak ditambah lagi penggunaan fitur fitur yang mudah banget bagi para pemula. pokoknya rekomended deh buat kalian yang lagi nyari loker",1
"Download Glints buat cari info lowongan di sekitar. Cukup membantu. Selain itu, banyak kelas yang related buat ngembangin skills, terutama terkait digital marketing. Aplikasinya gampang buat digunakan, menunya cukup lengkap, mudah untuk proses bikin akun baru. Sering update lowongan dan info kelas baru juga.",1
"Lowongan profesional dan non profesional yang banyak. Lowongan pasti di respon dan banyak kelas yang related untuk mengembangkan skills, serta mudah digunakan. Fiturnya juga lengkap dan mudah dipahami untuk pengguna baru",1
"Aplikasi yg mempermudah untuk kita yg sedang kesusahan nyari loker. Disini juga ada pembagian keahlian, jadi kita bisa nyari loker sesuai keahlian kita. Fitur"" nya mudah di pahami, jadi mempermudah kita cari loker. Disini juga tersedia kelas untuk nambah pengetahuan kita di dunia kerja yg ingin kita kuasai..",1
"Saya tidak bisa berhenti memuji kemudahan penggunaan Glints. Aplikasinya sangat intuitif dan tidak membingungkan. Dalam hitungan menit, saya bisa melamar pekerjaan dan mengunggah CV saya. Terima kasih, Glints, karena membuat proses pencarian pekerjaan begitu mudah.",1
Aplikasi nya sangat bagus dan terbukti dlm membantu saya dlm mncari informasi lowongan pekerjaan. Buat klian ayo dicoba. Yg masih kesulitan dlm mencari pekerjaan. Cobain aja apknya jgn ragu ragu. Semoga klian dpt pekerjaan yg diinginkan,1
"Aplikasi glints aman,terpercaya dan rekomendasi platfrom terpercaya diasia tenggara. Fitur2 nya mudah digunakan memudahkan untuk para pencari kerja dengan perusahan perusahan yg terpercaya. Banyak lowongan kerja diaplikasi glints yg rekomendasi tinggal pilih dan klik saja",1
"Aplikasi yang sangat berguna dan membantu untuk orang yang mencari pekerjaan atau pengalaman. Banyak kelas yang related buat ngembangin skills. Penjelasan mengenai job/pekerjaannya juga detail dan jelas. Apkny juga termasuk mudah digunakan, fitur fitur nya lengkap. Lowongan pekerjaan yang disediakan juga beragam. Untuk ukuran aplikasi yang kecil bisa dapat informasi loker yang banyak , sangat worth it sih menurut ku",1
"Aplikasi sangat membantu, tampilan juga simple engga bikin pusing penderita baru.cocok buat fresh graduate yg nyari skill diluar akademis.lowongan banyak pilihan jadi ga bingung nyari salah satu.",1
"Glints top banget. Aplikasinya sangat lancar serta mudah digunakan, proses pendaftrannya cepat, informasi seputar lowongan kerjanya super lengkap, terperinci dan valid dengan client dari perusahaan terkenal & terpercaya. Saya jadi mudah dan terbantu sekali dalam mengajukan lamaran dan menemukan bidang pekerjaan yang saya impikan dari perusahaan yang saya inginkan. Terima kasih banyak Glints.",1
"Aplikasinya sangat bagus, membantu sekali dalam mencari lowongan kerja dengan fitur-fitur yang mudah di pahami,cocok buat yang baru lulus/freshgraduate seperti saya,aplikasi ini sangat membantu untuk kaum kaum rebahan.",1
"Apknya lumayan bagus, cuma masih ada kekurangannya yaitu lowongan kerja yang udah lama banget itu masih ada dan kita gatau apakah perusahaan tersebut masih membuka lowongannya atau tidak, kedua : saya menyari lowongan video editor, yang keluar malah ngaco , videography lah, auditor penulis lah,live hostlah, marketing lah,seharusnya sistem pencariannya akurat, dan hanya berfokus dengan kata kunci tersebut, bukan malah ngaco ke lowongan kerja yang lain, tolong di perbaiki lagi",1
"Glints Lowongan Pasti Direspon yang sangat membantu dan efektif dalam mencari pekerjaan. Sistem notifikasi langsung, antarmuka pengguna yang mudah digunakan, dan kualitas lowongan kerja yang baik membuat Glints menjadi pilihan yang tepat untuk para pencari kerja. Saya sangat merekomendasikan Glints kepada siapa saja yang ingin mencari pekerjaan dengan cepat dan mudah.",1
"Aplikasi ini sangat membantu dengan fitur"" yang mudah di pahami aplikasinya nyaman banget juga di pakai apalagi bahasanya bisa milih tentu mempermudah mencari pekerjaan lewat app ini Buat temen"" yang kaum rebahan di rekomeded ni appnya",1
"Pencarian Kerja & Karir adalah aplikasi yang benar-benar mengubah cara kita mencari peluang karir. Setelah saya mendownload dan menggunakan aplikasi ini, saya merasa sangat terkesan dengan sejumlah manfaat luar biasa yang kami dapatkan.",1
"Mencari pekerjaan dalam genggaman enak bgt simpel aplikasi nya mudah dipahami jadi bagi pengguna baru ga perlu pusingÂ², bisa cari lowongan pekerjaan yang cocok untuk bidang kita rekomend bgt deh thank you glints â¤ï¸ðŸ‘",1
"Aplikasi terbaik dan sangat direkomendasikan untuk mencari lowongan pekerjaan, baik pekerjaan profesional maupun non profesional, semua lengkap termasuk kelas tambahan untuk menambah skills, terlebih lagi aplikasi sangat mudah digunakan.",1
"Aplikasinya user friendly sangat mudah digunakan dan mudah dipahami bagi pengguna baru. Tampilan dalam aplikasi yg menarik serta fiturnya yg lumayan banyak. Lowongan profesional dan non profesional banyak, sangat cocok bagi fresh graduate yg ingin mencari pekerjaan.",1
"Aplikasinya nya sangat membantu ,fiturnya muda dipahami , aplikasinya gampang buat digunakan ,menu cukup lengkap ,memudahkan mencari pekerjaan karena sering update lowongan the best de apknya",1
"Aplikasinya sangat membantu untuk pejuang cuan, fiturnya lengkap, bisa disesuaikan dengan skill juga banyak macam kerjaan disini dan bisa di sesuaikan dengan tempat yang diinginkan....",1
"aplikasi glints sangat mudah digunakan untuk pemula yang ingin mencari lowongan pekerjaan, bisa menggunakan bahasa Inggris maupun Indonesia juga jadi tinggal pilih sesuai kemampuan dan juga sangat cepat direspon",1
Aplikasinya sangat membantu karena mudah digunakan. Terlebihlagi banyak lowongab pekerjaan dari yang profesional sampai non profesional dan juga ada banyak kelas untuk upgrade skill. Rekomended apss,1
Berkat aplikasi glints saya mendapatkan berbagai rekomendasi pekerjaan yang lengkap dan sesuai dengan keahlian saya. Tentu saja dengan gaji yang sesuai dengan ekspetasi saya. Terimakasih glints:) Yuk yang lain download juga biar mendapatkan pekerjaan impian seperti saya berkat aplikasi glins :),1
"Aplikasinya bagus banget, membantu banget untuk mencari lowongan pekerjaan, lowongan pekerjaan nya juga lebih lengkap di banding beberapa aplikasi job lainnya, ada fitur foll up nya juga kalau lamarannya lama diproses, pokoknya responnya sangat baik, rekomended pokok nya ðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘ðŸ»",1
Aplikasi ini sangat membantu banget untuk aku fresh graduate yang lagi cari pekerjaan ditambah fiturnya yang mudah dipahami contohnya fitur pilih bahasa pokoknya aplikasinya membantu banget cocok untuk para fresh graduate,1
"Aplikasinya sangat membantu dengn fitur"" Yg sangat mudah di pahami, aplikasi jg nyaman banget di pake, apalagi bhs nya bisa milih"", tentu bisa mempermudah mencari pekerjaan lewat apk ini, trimakasih Glints",1
"Aplikasinya bermanfaat sekali, memudahkan kita buat mencari pekerjaan tambahan, apalagi Sistem rekomendasi loker yang cukup akurat, jadi bisa menyesuaikan dengat minat kerja kita, respon lowongan juga cepet dan ramah",1
Aplikasinya sangat membantu sekali. Lowongan pekerjaan yang disediakan juga banyak mulai dari yang professional sampai non professional. Untuk fitur fiturnya pun mudah sekali digunakan. Terima kasih Glints.,1
"aplikasi glints ini mempermudah kita untuk mencari lowongan kerja karena disini banyak banget pilihannya ada yang profesional dan non profesional, jadi lebih luas untuk memilih mana lowongan kerja seperti apa yang kita cari, setiap lowongan juga pasti diberi feedback atau respon secepatnya",1
"Aplikasinya sangat membantu freshgraduate untuk dapat kerja, fiturnya simple dan pilihan lowongannya juga banyak, saya sangat suka dengan layanannya.",1
"Aplikasi ini menurutku salah satu platfrom terbaik untuk mencari lowongan pekerjaan, soalny aplikasinya aman dan fiturnya gampang digunakan. Lowongan yg disediakan juga byk bgt.Pokoknya best dehh apknya",1
"Waw beruntung banget nemu aplikasi ini, cocok buat yang baru lulus / lg nyari lowongan, di aplikasi ini lowongan pasti direspon , fiturnya bayak dan mudah digunakan, jadi recommended banget apk nya",1
"Di hp saya hampir gak bisa dipakai. Tiap dibuka, baru cari, pasti otomatis mati/keluar sendiri. Kayak nggak ada gunanya aplikasinya, jadi lebih sering pakai website, itupun jg kurang nyaman.",1
"Aplikasi sudah bagus banget, tinggal 1 fitur tambahan tolong tambahkan tampilan, mana lowongan yang sudah pernah di lihat dan belum pernah di lihat contoh nya pas di list, box lowongan tersebut berwarna ungu atau biru sebagai penanda bahwa kita sudah pernah melihatnya, semoga di baca dan di tunggu next update nya ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥",1
aplikasi nya sangat memudahkan untuk newbie mobile apps yg baru mau mulai cari kerja lewat apps yang sebelumnya dari web. UI/UX nya juga mudah dan nyaman untuk di explore. good job Glints app!!,1
"Aplikasinya sangat membantu banget buat nyari pekerjaan , ada pilihan pekerjaan sesuai dengan skill yang kita punya. Dan setiap ketika mengajukan lamaran kerja pasti bakal direspon dengan cepat.",1
"Aplikasinya sangat membantu sekali untuk para pengangguran mencari pekerjaan, di aplikasi ini juga lebih lengkap job pekerjaan dibandingkan dengan aplikasi yang lainnya. Pertahankan untuk fitur yang baik dan harapannya bisa menampilkan fitur yang lebih menarik lagi.",1
Pake Glints cari kerja bisa lebih gampang. Fitur yang disediakan juga muda banget bagi yang baru pertama coba Glints. Bahasa nya juga cukup mudah dipahami jadi kita bisa lebih tanggap untuk meng-apply pekerjaan lewat Glints. The best lah terus ditingkatkan ya.,1
"Woww.. Aplikasi yang sunggu bagus, membantu sekali dalam mencari lowongan pekerjaan dan mudah dipahami bagi yang baru lulus SMA dan aplikasi ini juga membantu bagi kaum mageran untuk bisa mencari loker lewat aplikasi ini.",1
"Aplikasinya recommended banget buat yang lagi cari lowongan pekerjaan... Fitur-fitur di glints lengkap dan mudah dipahami, terus semuanya usefull, terus tampilan glints juga simple dan ga bikin ribet... Pokoknya ngebantu buat yang lagi cari cari loker",1
Aplikasi nya berguna banget untuk orang yang mencari pekerjaan atau pengalaman. Penjelasan mengenai pekerjaannya juga sangat detail sehingga memudahkan kita banget. fiturnya juga lengkap. Lowongan pekerjaan yang disediakan juga beragam. Selain itu ada fitur tracking yang memudahkan kita sebagai pelamar,1
"aplikasinya rekomended bgt buat yg lagi cari kerja, di apk ini banyak lowongan buat profesional maupun non profesional, lowongannya juga pasti direspon selain itu banyak kelas buat ngembangin skill juga, aplikasinya juga mudah banget digunakan",1
Aplikasi ini paling user friendly sih menurut aku. Banyak kelas yang related buat mengembangkan bakat dan setiap lowongan pasti direspon dengan baik. Apalagi bisa menggunakan bahasa Inggris dan bahasa Indonesia. Jadi makin gampang buat kita nyari pekerjaan.,1
"aplikasi yang sangat membantu mempermudah dalam mencari lowongan pekerjaan,cocok untuk fresh graduated yang ingin mengasah skill di luar akademis. tampilannya yang simpel dan fiturnya mudah untuk dipahami. dan banyak pilihan lowongan pekerjaan,sangat recommended!!",1
"Di aplikasi Glints emang paling lengkap. Disini banyak lowongan buat yang lagi nyari kerja, selain itu pas buka aplikasinya tampilannya friendly jadi enak buat scroll.",1
"Aplikasi Glints sangat membantu para fresh graduate mencari pekerjaan karena di Glants ini banyak sekali lowongan yang tentunya direspon baik, fitur nya simple, mudah digunakan dan bisa milih bahasa sesuai keinginan, bisa juga buat ngembangin skills dari berbagai kelas yang related.",1
Aplikasi ini sangat membantu untuk first graduate yang ingin mencari pekerjaan dan mengasah skli di luar akademis aplikasinya juga simpel dan gak bikin pusing pilihan lowongan pekerjaannya juga banyak,1
"Aplikasi sangat membantu, tampilan nya yang simple enggak bikin pusing. Cocok buat freshgraduate. Penggunaan nya sangat mudah dan nyaman digunakan bagi pemula yang mencari lowongan pekerjaan.",1
"Aplikasi sangat membantu, tampilan juga simpel gak bikin pusing, cocok buat fresh graduate yng nyari skil diluar akademis, lowongan pekerjaan juga banyak jadi gk bingung nyari/pilih satu satu",1
"Aplikasi sangat membantu, tampilan juga simple nggak bikin pusing pengguna baru, Cocok buat freshgraduate yg nyari skill diluar akademis. Lowongan profesional dan non profesional banyak.",1
"Glints merupakan aplikasi yang sangat lengkap dan mudah dimengerti untuk org yg sedang mencari pekerjaan, bisa di filter sesuai kemampuan dan minat kandidat untuk memilih pekerjaan mana yg akan dilamar. recomended utk yg sedang cari kerja seperti saya",1
Aplikasi yang sangat membantu karena banyak lowongan dan paling lengkap. Aplikasi ini juga memiliki tampilan yang friendly dan terdapat fitur komunitas yang sangat membantu sehingga memudahkan para pengguna,1
"Aplikasi Glints sangat bermanfaat, cocok banget buat yg nyari lowongan kerja tampilan app friendly sehingga sangat mudah di pahami. Ada banyak loker di app ini dan bisa filter sesuai yg kita cari. Sangat terbantu sekali, recommended",1
Aplikasinya sangat membantu sekali. Banyak info lowongan kerja yang sudah profesional maupun yang non. Banyak kelas buat nambah skill juga. Dan aplikasinya mudah sekali digunakan.,1
"Saya di suruh download aplikasi glin job sama teman saya , dan saya download ternyata benar saya dapat lebih mudah untuk mencari pekerjaan, dan baruÂ² ini juga ada apk yang memanjakan klaiyen baru/ member baru yang ingin mencari tempat magang atau ingin mengasah keahlian. Selain itu, terdapat fitur lainnya yang dapat membantu mengeksplor kemampuan yg lebih jauh.",1
"Menurut aku ini terlalu di kotak2an, kalo udah pilih filter pekerjaan harusnya tampilin aja semuanya jangan harus pilih lagi satu"" posisi loker yg mau dicari. Tambahin kualifikasi keterangan pengalaman/non pengalaman itu lebih bagus karna kebanyakan dicantumin harus pengalaman 1-3 tahun. Bagi yg fresh graduate rada susah nyari yg kurang dari satu tahun",1
Aplikasi ini bener-bener mempermudah banget buat yg nyari pekerjaan. Lowongannya banyak bgt baik lowongan profesional maupun non profesional. Respon cepat dan baik. Disini juga ada kelas-kelas buat bantu upgrade skill serta aplikasinya mudah untuk digunakan dan gak ribetttt recommend banget sih,1
"Bingung cari aplikasi lowongan kerja yang bagus, karna sering banget nunggu panggilan tapi gak di panggil panggil huhu sedih banget, tapi semenjak ketemu aplikasi glint ini nyari kerjaan jadi super mudah, banyak pilihan jenis pekerjaan sesuai dengan keahlian kita, aplikasi nya pun mudah digunakan!",1
"Lowongan banyak dan lengkap, fitur komunitas sangat membantu, tampilan friendly. Aplikasi ini mudah digunakan dan paling lengkap. Platform karir terbaik. Menurutku, glints bukan hanya soal pekerjaan tapi juga komunitas. Mantul deh",1
Bisa membuat gelang tapi cantik dan bagus banget,1
"Glints bener bener mempermudah kita buat akses informasi terkait loker, pembawaan aplikasi juga ringan banget ga bikin hp sampe ngefreez. Tinggal upload cv bener bener praktis. Walaupun ga ada pengalaman sama sekali di bidang pekerjaan masih dikasih kesempatan buat bisa ajuin diri. Keren banget",1
"Aplikasi ini menyediakan banyak lowongan yang profesional. Mau cari yang non profesional juga bisa. Tinggal milih mau yang mana, sesuai kebutuhan saja dan pasti sangat membantu.",1
Aplikasi yang mudah digunakan.. fiturnya juga ga bikin pusing.. sangat membantu untuk kita yang lagi cari lowongan kerjaan. Banyak pilihan loker yang bisa di apply.. sangat recommended..,1
aplikasinya bagus untuk mencari lowongan kerja,1
"Perasaan kok di suruh update terus yah,setiap mau buka disuruh update lama-lama males.belum juga liat",1
Aplikasi nya sangat mudah digunakan. Sangat cocok digunakan bagi mahasiswa atau mahasiswi yang baru selesai kuliah dan ingin langsung kerja. Sangat membantu banget. Terimakasih bagi yg sudah menciptakan aplikasi ini â¤,1
"aplikasi glints sangat membantu saya dalam mencari kerja, semoga makin sukses aplikasi nya",1
Menurutku aplikasi ini sangat mudah digunakan. Fitur fiturnya sangat mudah dipahami & lowongan yg disediakan juga sangat banyak. Lowongan lowongannya juga dari perusahaan yg cukup jelas. MantapðŸ‘,1
"Suka drngan tampilan aplikasinya... kelurangannya adalah saat kita sudah mengatur lokasi pilihan, kenapa masih banyak domisili jauh yg masukðŸ¤£ Contoh : saya setting lokasi bekasi, tapi kebanyakan yg muncul malah wilayah lain yg jauh sepeti jawatimur, dll",1
Aplikasinya mudah digunakan dan fitur-fiturnya juga mudah dipahami. Sangat direkomendasikan untuk yang ingin mencari lowongan dan banyak lowongan profesional atau non profesional.,1
Aplikasinya sangat membantu untuk mencari pekerjaan dan tampilannya juga simple yang memudahkan pengguna memakainya. Terima kasih. Semoga tetap berkembang untuk menjadi platform pencari kerja terbaik.,1
Akhirnya nemu juga platform karir terbaik dengan lowongan kerja yang lengkap dah gitu tampilannya friendly jadi mudah digunakan..fitur komunitasnya juga asyik banget dipake buat sharing sekitar tips kerja dan pengembangannya..yuks download,1
Benar benar sangat bermanfaat banget aplikasi iniii dari tadi saya blm dapet kerjaan saya download aplikasi langsung dapet kerjaan bnr bnr manfaat dah aplikasi nya,1
"Aplikasinya mendukung banget buat cari lowongan kerja. Fiturnya mendukung, aksesnya mudah dipahami dan gunainnya gampang banget.",1
"Aplikasi nya sudah ok,mungkin dalam tahap devlop sehingga masih sedikit lambat.kapasitas memory,CPU dan Disk sepertinya perlu ditambah agar performance aplikasinya running secara normal.",1
"Bagi fresh graduate seperti saya, aplikasi ini sangat mudah digunakan dalam pencarian lowongan pekerjaan. Tampilan yang disediakan juga tidak membingungkan bagi pemula yang baru akan menggunakan aplikasi ini.",1
"Aplikasi yang sangat berguna untuk para pencari kerja, karena banyak sekali info lowongan kerja baik profesional dan non profesional. Disini juga ada kelas untuk penambahan skill bagi para pencari kerja. Sangat praktis dan bermanfaat",1
Job portal no1 yg paling aku suka soalnya job portal ini satu satunya yg paling byk nampilin gaji dibanding 10+ job portal yg pernah aku riset. Saran untuk perbaiki fitur remotenya. Krn meskipun di-klik trnyata yg nggak remote selalu muncul jg.Jd wasting time krn harus buka satu satu ngelihat bener WFH/ngga. Tambahin fitur hybrid juga & di tampilan awalnya bisa ditulis apakah WFH/WFO/hybrid spy ngga buka satu satu. Tolong buat fitur deadline lokernya. Sering sekali ternyata udh tutup tp msh ada,1
"Aplikasi bagus,semoga membantu bagi yang mencari pekerjaan",1
"Alhamdulillah ketemu aplikasi untuk nyari lowongan kerja yang banyak dan lengkap ada fitur komunitas juga yang membantu banget, tampilan aplikasinya user friendly ga ribet, mudah digunakan pokoknya recommended",1
"Aplikasi yang recommend banget nih buat para pencaker.. tinggal download dan install aja, jadi nyari kerja pun mudah karna tersedia lowongan yang lengkap dan banyak, serta tampilan aplilkasi friendly dan mudah d gunakan..",1
"Mantap, banyak loker dan mudah mudahan cepet keterima kerja",1
Aplikasi yang sangat saya rekomendasikan karena sangat mudah untuk mencari lowongang kerja komunitasnya juga banyak jadi memudahkan kita untuk share ing tentang tips pekerjaan untuk fitur lamarannya juga gak ribet admin fast respon juga cepat dan mudah,1
"Yang masih cari loker, coba deh download aplikasi glints. Aplikasi nya bagus banyak fitur yg memudahkan buat dapet info loker. Banyak bgt posisi loker yg dibutuhkan, tinggal pilih lokasai dan loker yg kita mau. Thanks glints!",1
"Glints itu twrlalu mendikte, dg filteran. Mungkin maksudnya mempermudah, tapi jatohnya mengkotak-kotakan. Ada beberapa nama pekerjaan tidak ada dalam filter. Jadi daripada repot2, mending tiru jobstreet. Dibebaskan dalam kolom pencarian dan filter jenis pekerjaan.",1
"Padahal suka bgt sama UI nya glints, tp setelah di-update, preferensi pekerjaan dan filter kotanya semakin berantakanðŸ˜¢semoga bisa lebih baik lagi.",1
Aplikasi kalian ada bug. pas update aplikasi mendeteksi tidak ada internet padahal internetku baik baik saja. Mohon segera di perbaiki.. Update: aplikasi nya uda oke dan berjalan dengan baik. Thanks glints b1 -> b5,1
"sebagai seorang jobseeker aplikasi ini sangat membantu banget, banyak lowongan baik profesional maupun non profesional, banyak kelas yang relate sama aku jadi bisa ngembangin skills, aplikasinya juga mudah digunakan",1
"Aplikasi nya bagus banget bisa cari lowongan kerja dari mana aja dan kapan aja, buat apply juga mudah banget apalagi ada fitur filter yang bikin mudah search loker yang kita inginkan",1
"Sayang sekali, padahal sebelum update aman aman saja. Habis update per awal desember kemaren, tombol filter wilayahnya jadi tidak berfungsi dengan baik. Mungkin bisa segera diperbaiki karena ini sangat berpengaruh baik bagi job hunter maupun hrd yang sedang mencari calon karyawan yang sesuai dengan wilayah kantornya. Semangat tim glints untuk perbaikan kedepannya...",1
"Aplikasi nya mudah digunakan buat pemula kaya aku untuk mencari lowongan pekerjaan,selain itu ada pelatihan mengasah skill ,lowongan pasti di respon ,fitur nya mudah dan sangat membantu",1
"Glints ini bagus tapi tolong min/ buat developernya kalo bisa kasih settingan privasi kayak di linkedin, agar lebih aman, karena ada lamaran yang bukan saya lamar ke perusahaan tersebut, perusahaan tersebut dapat mengetahui data data saya, pdahal saya tidak mengirim lamaran ke sana, tolong bgt ya kak, soalnya saya agak terganggu juga dan merasa data saya kurang aman ðŸ™ðŸ»",1
